English,inuktitut
A dog bit her leg.," , ᕿᒻᒥᖅ , ᑮᓯᓪᓗᓂ , ᓂᐅᖓᓂᒃ."
A dog bit her on the leg.," , ᕿᒻᒥᖅ , ᓂᐅᖓᒍᑦ , ᑮᔭᐅᓪᓗᓂ."
A dog can run faster than a man can.," , ᕿᒻᒥᖅ , ᓱᒃᑲᓂᖅᓴᐅᔪᓐᓇᖅᑐᖅ , ᐊᖑᑎᐅᑉ , ᐃᐳᐃᑦᑐᒥᑦ."
A dog has four legs.," , ᕿᒻᒥᖅ , ᑎᓴᒪᓂᒃ , ᓂᐅᓕᒃ."
A dog is running in the park.," , ᕿᒻᒥᖅ , ᐃᖏᕐᕋᔪᖅ , ᒥᕐᖑᐃᖅᓯᕐᕕᖕᒥ."
A dog is sometimes a dangerous animal.," , ᕿᒻᒥᖅ , ᐃᓛᓐᓂᒃᑯᑦ , ᐊᑦᑕᓇᖅᑑᒻᒪᑦ."
A dog was run over by a truck.," , ᕿᒻᒥᖅ , ᓄᓇᓯᐅᑎᒃᑯᑦ , ᐊᐅᓚᑕᐅᓚᐅᖅᑐᖅ."
A dog was running after a cat.," , ᕿᒻᒥᒥᒃ , ᐅᓪᓚᒃᓯᔪᖃᓚᐅᖅᑐᖅ , ᐳᓯᑲᑖᓪᓚᓚᐅᖅᖢᓂ."
A dog was running after the cat.," , ᕿᒻᒥᒥᒃ , ᐅᓪᓚᒃᓯᔪᖃᓚᐅᖅᑐᖅ , ᐳᓯᑲᑖᓪᓚᓚᐅᖅᑎᓪᓗᒍ."
A dollar is equal to a hundred cents.," , $100.00-ᒥᒃ , ᐊᔾᔨᖃᖅᐳᖅ."
A dolphin is a mammal.," , dolphin , ᓂᕐᔪᑎᐅᕗᖅ."
A drunk man's words are a sober man's thoughts.," , ᐋᖓᔮᖅᑐᑦ , ᐊᖑᑎᐅᑉ , ᐅᖃᐅᓯᖏᑦ , ᓱᓐᓂᐅᒪᓪᓗᑎᒃ , ᐊᖑᑎᐅᑉ.1 , ᐃᓱᒪᖏᑦ."
A drunken man was sleeping on the bench.," , ᐋᖓᔮᖅᑐᖅ , ᐊᖑᑦ , ᓯᓂᓚᐅᖅᑐᖅ , ᐃᑦᓯᕚᕐᕕᖓᓂ."
A famous architect built this house.," , ᖃᐅᔨᒪᔭᐅᔪᒻᒪᕆᒃ , ᑎᑎᖅᑐᒐᖅᑎ , ᓴᓇᔭᐅᓚᐅᖅᑐᖅ , ᑕᕝᕙᓂ , ᐃᓪᓗᒥ."
A fat white cat sat on a wall and watched them with sleepy eyes.," , ᑐᓐᓄᖅ , ᖃᐅᓪᓗᖅᑐᖅ , ᐃᒧᓯᒪᔪᖅ , ᐊᑭᓐᓇᒥ , ᑕᐅᑐᒃᖢᓂᒋᓪᓗ , ᐅᐃᕐᖓᖅᑐᓂᒃ , ᐃᔨᖏᓐᓂ."
A few important facts emerged after the investigation.," , ᖃᔅᓯᐊᕐᔪᐃᑦ , ᐱᒻᒪᕆᐅᔪᑦ , ᓴᖅᑭᓚᐅᖅᑐᑦ , ᖃᐅᔨᓴᖅᑕᐅᓚᐅᖅᑎᓪᓗᒋᑦ."
"A few minutes later, the telephone rang."," , ᐅᐊᑦᑎᐊᕈᑦᑎᐊᑯᓗᒃ, , ᐅᖄᓚᐅᒻᒥᑦ , ᓂᕈᐊᖅᑐᖃᓚᐅᕐᒪᑦ."
A few of Tom's friends are in prison.," , ᖃᔅᓯᐊᕐᔪᐃᑦ , ᑖᒻᐅᑉ , ᐱᖃᓐᓇᕆᔭᖏᑦ , ᑎᒍᔭᐅᓯᒪᕗᑦ."
A few people have two cars.," , ᖃᔅᓯᐊᕐᔪᐃᑦ , ᐃᓄᐃᑦ , ᒪᕐᕉᖕᓂᒃ , ᓄᓇᓯᐅᑎᖃᖅᑐᑦ."
"A few years ago, I swore never to fall in love again."," , ᐊᕐᕌᒍᑦ , ᖃᔅᓯᐊᕐᔪᐃᑦ , ᐊᓂᒍᖅᑐᑦ, , ᓇᒡᓕᒍᓱᒃᑲᓐᓂᓚᐅᖅᓯᒪᔪᓐᓃᖅᑐᖓ."
A fire broke out in the middle of the city.," , ᐃᑭᑦᑐᖅ , ᖃᒥᖦᖢᓂ , ᕿᑎᐊᓂ , ᓄᓇᓕᐸᐅᔭᐅᑉ."
A fish can swim.," , ᐃᖃᓗᒃ , ᐳᐃᔾᔪᕋᕈᓐᓇᖅᑐᖅ."
A fish swims by moving its tail.," , ᐃᖃᓗᐃᑦ , ᐊᐅᓚᑲᑦᑖᕐᓗᑎᒃ , ᐸᒥᐅᖓ , ᐊᐅᓚᑎᓪᓗᒍ."
A fool and his money are easily parted.," , ᑮᓇᐅᔭᖏᓪᓗ , ᐃᓚᒋᔭᐅᓴᕋᐃᑦᑑᓪᓗᑎᒃ."
A foolish idea came into my mind.," , ᑕᒪᓐᓇ , ᐃᓱᒪᒋᔪᓐᓃᕋᒃᑯ."
A football team consists of eleven players.," , ᐊᓇᐅᓕᒑᖅᑏᑦ , 11-ᓂᒃ , ᐱᙳᐊᖅᑎᖃᖅᐳᑦ."
A foreign language can't be mastered in a year or so.," , ᑕᒫᓂᕐᒥᐅᑕᐅᙱᑦᑐᑦ , ᐅᖃᐅᓯᖅᑕᑦ , ᐊᑐᖅᑕᐅᔪᓐᓇᙱᓚᑦ , ᐊᕐᕌᒍᒥ , ᐅᖓᑖᓄᓪᓘᓐᓃᑦ."
A fork fell off the table.," , ᑲᑭᐊᖕᒧᑦ , ᑲᑕᓚᐅᖅᑐᖅ , ᑭᐳᒥ."
A fork is missing.," , ᑲᑭᐊᖕᒧᑦ , ᐱᑕᖃᖏᑦᑐᖅ."
"A formula is very convenient, because you need not think about it."," , ᑮᓇᐅᔭᓕᕆᔾᔪᓯᖅ , ᐊᑲᐅᔪᒻᒪᕆᐅᕗᖅ, , ᐱᓪᓗᒍ , ᐃᓱᒪᒋᒋᐊᖃᙱᓐᓇᕕᐅᒃ."
A fox is a wild animal.," , ᑎᕆᒐᓂᐊᖅ , ᐆᒪᔪᑐᐃᓐᓇᐅᕗᖅ."
A friend in need is a friend indeed.," , ᐱᖃᓐᓇᕆᔭᖅ , ᐱᖃᓐᓇᕆᔭᐅᕗᖅ."
A friend of mine asked me to send her a postcard.," , ᐱᖃᓐᓇᕆᔭᕋ , ᐊᐱᕆᓚᐅᕐᒪᖓ , ᓇᒃᓯᐅᔾᔨᖁᔨᓪᓗᓂ , ᑎᑎᖅᑲᒃᑯᕕᖕᒥᑦ."
A friend of mine asked me to send him a postcard.," , ᐱᖃᓐᓇᕆᔭᕋ , ᐊᐱᕆᓚᐅᕐᒪᖓ , ᓇᒃᓯᐅᔾᔨᖁᔨᓪᓗᓂ , ᑎᑎᖅᑲᒃᑯᕕᖕᒥᑦ."
A friend of mine is studying abroad.," , ᐱᖃᓐᓇᕆᔭᕋ , ᑲᓇᑕᐅᑉ , ᓯᓚᑖᓄᑦ , ᐃᓕᓐᓂᐊᕐᒪᑦ."
A friend to all is a friend to none.," , ᐱᖃᓐᓇᕆᔭᖅ , ᑕᒪᐃᓐᓄᑦ , ᐱᖃᓐᓇᕆᔭᐅᕗᖅ , ᐱᑕᖃᙱᖦᖢᓂ."
A friend to everybody is a friend to nobody.," , ᐱᖃᓐᓇᕆᔭᖅ , ᑭᒃᑯᓕᒫᓄᑦ , ᐱᖃᓐᓇᕆᔭᐅᕗᖅ , ᑭᓇᑐᐃᓐᓇᕐᒧᑦ."
A generous man contributed some two billion yen to charity.," , ᑖᓐᓇ , ᐃᑲᔪᑦᑎᐊᓚᐅᖅᑐᖅ , 2 , ᐱᓕᐊᓐ-ᓂᒃ , ᐃᑲᔪᖃᑕᐅᓪᓗᓂ."
A girl drowned in the pond yesterday.," , ᐊᕐᓇᒧᑦ , ᐃᐱᔪᖃᓚᐅᖅᑐᖅ , ᑕᓯᕋᔭᖕᒥᑦ , ᐃᑉᐸᒃᓴᖅ."
A girl named Mary said she was looking for you.," , ᐊᕐᓇᒥᒃ , ᐊᑎᓕᒃ , ᒥᐊᓕ , ᐅᖃᖅᖢᓂ , ᐃᓕᖕᓂᒃ , ᕿᓂᕐᓂᕋᖅᖢᓂ."
A girl phoned me.," , ᐊᕐᓇᐅᑉ , ᐅᖄᓚᓪᓗᓂᖓ."
"A glass of water, please."," , ᐃᒥᐅᑎᒥᒃ , ᐃᒥᐅᑎᒥᒃ."
A good idea occurred to me.," , ᐃᓱᒪᑦᑎᐊᓚᐅᖅᑐᖓ."
A good many people have told me to take a holiday.," , ᐊᒥᓱᑦ , ᐃᓄᐃᑦ , ᐅᖃᐅᔾᔨᓯᒪᔪᑦ , ᐅᕙᓐᓂᒃ , ᕿᑲᕆᐊᖁᔭᐅᓪᓗᖓ."
A good many people were there.," , ᐊᒥᓱᑦ , ᑕᐃᑲᓃᓚᐅᖅᑐᑦ."
A great many houses were damaged in the earthquake.," , ᐊᒥᓱᑦ , ᐃᓪᓗᐃᑦ , ᓱᕋᑦᑕᐅᓚᐅᖅᑐᑦ , ᓄᓇᑐᐃᓐᓇᕐᒥ."
A guard is outside.," , ᓇᐅᑦᑎᖅᓱᖅᑎ , ᓯᓚᒦᓪᓗᓂ."
A healthy man does not know the value of health.," , ᖃᓄᐃᙱᑦᑎᐊᖅᑐᖅ , ᐊᖑᑦ , ᖃᐅᔨᒪᙱᑦᑐᖅ , ᐱᒻᒪᕆᐅᓂᖓᓂᒃ , ᐋᓐᓂᐊᖃᖅᑕᐃᓕᒪᓂᕐᒥ."
A heavy rain fell.," , ᒪᖁᒃᑐᖅ , ᑲᑕᓚᐅᖅᑐᖅ."
A heavy rain prevented me from going.," , ᒪᖁᓗᐊᒧᑦ , ᐃᖏᕐᕋᔪᓐᓇᐃᓪᓕᑎᑕᐅᓚᐅᖅᐳᖓ."
A home is more than a mere building.," , ᐊᖏᕐᕋᖅ , ᐃᒡᓗᕐᔪᐊᑐᐃᓐᓇᐅᙱᖦᖢᓂ."
A horse can run very fast.," , ᑐᐊᕕᕐᓗᓂ , ᐅᓪᓚᒍᓐᓇᕐᒪᑦ."
A horse is very useful.," , ᐊᒃᓱᕈᕐᓇᖅᑐᖅ , ᐊᑑᑎᖃᑦᑎᐊᖅᑐᖅ."
A horse runs quickly.," , ᑐᐊᕕᕐᓗᓂ , ᐅᓪᓚᒃᑐᖅ."
A hummingbird is no larger than a butterfly.," , ᑎᔅᓯᓇᖅᑐᑦ , ᑎᒻᒥᐊᑦ , ᐊᖏᓂᖅᓴᐅᙱᑦᑐᑦ , ᐃᒻᒨᔮᖅᑐᒥᑦ."
A hundred divided by five is twenty.," , 100-ᖑᔪᑦ , ᐊᒡᒍᖅᑕᐅᓯᒪᔪᑦ , 50-ᓄᑦ."
A hundred years is called a century.," , 100 , ᐊᕐᕌᒍᐃᑦ , ᑕᐃᔭᐅᕙᑉᐳᑦ , 100-ᓂᒃ , ᐊᕐᕌᒍᓂᒃ."
A is 5 times as long as B.," , 5−ᖏᖅᓱᕐᓗᓂ , ᑕᑭᑎᒋᔪᖅ , B."
A is the first letter of the alphabet.," , A , ᓯᕗᓪᓕᖅᐹᖅ , ᑎᑎᖅᑲᖅ , alphabet-ᒥᑦ."
A jellyfish stung Tom.," , ᔮᓕᕝᔅ , ᑖᒥ."
A journey of a thousand miles begins with a single step.," , ᐃᖏᕐᕋᓂᖅ , 1,000 , ᒪᐃᓕᓂᒃ , ᐱᒋᐊᕐᓂᖃᖅᑐᖅ , ᐊᑕᐅᓯᕐᒥᒃ , ᐊᓪᓗᕆᐊᕐᓂᕐᒥᒃ."
A jury will decide Tom's fate.," , ᓈᓚᒃᑎᑦ , ᐃᓱᒪᓕᐅᕆᓂᐊᖅᐳᑦ , ᑖᒻ , ᓂᕆᔪᒪᓂᐊᖅᑕᖓᓂᒃ."
A laptop is better than a desktop.," , ᖃᕆᑕᐅᔭᕋᓛᖅ , ᐱᐅᓂᖅᓴᐅᔪᖅ , ᖃᕆᑕᐅᔭᕋᓛᒥᑦ."
A leopard can't change his spots.," , leopard−ᒥᒃ , ᐊᓯᔾᔨᖅᓯᔪᓐᓇᙱᓚᖅ , ᐃᓂᒥᓂᒃ."
A leopard can't change its spots.," , leopard−ᒥᒃ , ᐊᓯᔾᔨᖅᓯᔪᓐᓇᙱᓚᖅ , ᐃᓂᒋᕙᒃᑕᒥᓂᒃ."
A leopard cannot change his spots.," , leopard−ᒥᒃ , ᐊᓯᔾᔨᖅᓯᔪᓐᓇᙱᓚᖅ , ᐃᓂᒥᓂᒃ."
A leopard doesn't change its spots.," , leopard−ᒥᒃ , ᐊᓯᔾᔨᖅᓯᕙᙱᓚᖅ , ᐃᓂᒋᕙᒃᑕᒥᓂᒃ."
A liar has to have a good memory.," , ᓕᐋᓪ , ᐃᖅᑲᐅᒪᑦᑎᐊᕆᐊᖃᖅᐳᖅ."
A lion is an animal.," , ᓂᕐᔪᓯᕆᔨ , ᓂᕐᔪᑎᐅᕗᖅ."
A lion is strong.," , ᓂᑲᒍᓱᖕᓂᖅ , ᓴᙱᔪᖅ."
A lion's teeth are sharp.," , 1999-2015"
A little knowledge of Spanish will go a long way toward making your trip to Mexico enjoyable.," , ᖃᐅᔨᒪᓗᐊᙱᑦᑐᖅ , ᓯᐹᓂᔅᒥᑦ , ᐊᑯᓂᐅᓂᐊᖅᑐᖅ , ᐊᐅᓪᓚᕐᓂᕆᓂᐊᖅᑕᑦ , ᒪᒃᓯᑯᒧᑦ."
"A little louder, please."," , ᓂᐱᒃᑭᐅᕌᕐᔪᑦᑐᖅ."
A long train of camels was moving to the west.," , ᐊᑯᓂᐊᓗᓪᓗ , ᑎᑭᕋᕐᔪᐊᖅᑐᐊᓘᓪᓗᑎᒃ , ᐱᖓᓐᓇᕐᒧᑦ , ᓅᓚᐅᖅᓯᒪᔪᑦ."
A lot can happen in a year.," , ᐊᒥᓱᑦ , ᐊᕐᕌᒍᒥ , ᑕᐃᒪᐃᒍᓐᓇᖅᑐᑦ."
A lot can happen in three hours.," , ᐃᑲᕐᕋᓄᑦ , ᐱᖓᓱᓄᑦ , ᐱᓕᕆᐊᖑᔪᓐᓇᖅᑐᖅ."
A lot has happened.," , ᐊᒥᓱᑦ , ᑕᐃᒪᐃᖃᑦᑕᖅᓯᒪᔪᑦ."
A lot of English words are derived from Latin.," , ᐊᒥᓱᑦ , ᖃᓪᓗᓈᑎᑐᑦ , ᐅᖃᐅᓰᑦ , ᐱᔭᐅᕙᒻᒪᑕ , ᓛᑎᓐᒥᑦ."
A lot of books are published every year.," , ᐊᒥᓱᑦ , ᐅᖃᓕᒫᒐᐃᑦ , ᓴᖅᑭᑕᐅᕙᑉᐳᑦ , ᐊᕐᕌᒍᑕᒫᑦ."
A lot of boys ran after the rabbit.," , ᐊᒥᓱᑦ , ᐊᖑᑏᑦ , ᐅᓪᓚᓚᐅᖅᑐᑦ , ᓵᓚᖃᓚᐅᖅᑎᓪᓗᒋᑦ."
A lot of passengers were injured in the accident.," , ᐊᒥᓱᑦ , ᐃᑭᒪᔪᑦ , ᐋᓐᓂᓚᐅᖅᑐᑦ , ᐱᕐᕈᓗᐊᕿᑎᓪᓗᒋᑦ."
A lot of people are lazy.," , ᐊᒥᓱᑦ , ᐃᓄᐃᑦ , ᐃᕿᐊᓱᒻᒪᑕ."
A lot of people confuse Slovakia and Slovenia.," , ᐊᒥᓱᑦ , ᐃᓄᐃᑦ , ᓇᓗᓕᐅᒪᖃᑦᑕᕐᒪᑕ , ᓴᓗᕙᐃᐊᒥᑦ , ᐊᒻᒪ , ᔅᓘᕕᓕᐊᒥᑦ."
A lot of people don't understand cats.," , ᐊᒥᓱᑦ , ᐃᓄᐃᑦ , ᑐᑭᓯᕙᙱᒻᒪᑕ , ᐳᓯᓂᒃ."
A lot of people think Buenos Aires is located in Brazil.," , ᐊᒥᓱᑦ , ᐃᓄᐃᑦ , ᐃᓱᒪᖃᑦᑕᕐᒪᑕ , ᕘᓇᔅ , ᐃᐅᕐᔅ , ᐳᕋᓯᐅᓪᒦᒋᐊᖓᓂᒃ."
A lot of people think that bats are birds.," , ᐊᒥᓱᑦ , ᐃᓄᐃᑦ , ᐃᓱᒪᖃᑦᑕᕐᒪᑕ , ᑕᒪᒃᑯᐊ , ᑎᖕᒥᐊᑦ , ᑎᒻᒥᐊᖑᒋᐊᖏᓐᓂᒃ."
A lot of people thought Tom was going to win the race.," , ᐊᒥᓱᑦ , ᐃᓄᐃᑦ , ᐃᓱᒪᓚᐅᖅᑐᑦ , ᑖᒻ , ᓵᓚᖃᕐᓂᐊᕆᐊᖓ , ᓱᑲᓐᓂᑭᓴᐅᑎᔪᓂᒃ."
A lot of people were killed by the blast.," , ᐊᒥᓱᑦ , ᐃᓄᐃᑦ , ᑐᖁᑕᐅᓚᐅᖅᑐᑦ , ᖄᖅᑎᑦᑎᓂᒃᑯᑦ."
A lot of soldiers died here.," , ᐊᒥᓱᑦ , ᐅᓇᑕᖅᑐᒃᓴᐃᑦ , ᑐᖁᓚᐅᖅᑐᑦ , ᑕᒫᓂ."
A lot of students are present at the meeting.," , ᐊᒥᓱᑦ , ᐃᓕᓐᓂᐊᖅᑏᑦ , ᑲᑎᒪᖃᑕᐅᖃᑦᑕᕐᒪᑕ."
A lot of students do part-time jobs.," , ᐊᒥᓱᑦ , ᐃᓕᓐᓂᐊᖅᑏᑦ , ᐅᓪᓘᑉ , ᐃᓚᐃᓐᓇᖓᓂ , ᐃᖅᑲᓇᐃᔭᖃᑦᑕᖅᑐᑦ."
A lot of time was wasted.," , ᐊᑯᓂᑲᓪᓚᕈᓗᒃ , ᔭᒐᐃᔭᐅᕙᓚᐅᖅᑐᑦ."
A lot of young people went to Hawaii this summer.," , ᐊᒥᓱᑦ , ᒪᒃᑯᑦᑐᐃᑦ , ᕼᐊᕙᐃᒨᓚᐅᖅᐳᑦ , ᐊᐅᔭᐅᓚᐅᖅᑐᖅ."
A magnet attracts iron.," , ᓂᐱᑦᑕᔫᖅ , ᐊᐅᒃᓯᐅᑎᒥᒃ , ᐱᔪᒪᔪᖅ."
A man as old as Tom doesn't make new friends easily.," , ᐊᖑᑦ , ᐃᓐᓇᐅᓪᓗᓂ , ᑖᒻ , ᐱᖃᓐᓇᕆᔭᖅᑖᕈᓐᓇᙱᑦᑐᖅ."
A man came in and sat on the stool next to her.," , ᐊᖑᑦ , ᖃᐃᓪᓗᓂ , ᐃᒃᓯᕚᕐᖢᓂᓗ , ᐊᓇᕐᒧᑦ , ᓴᓂᑦᑎᐊᖓᓂ."
A man came up to me and asked for a match.," , ᐊᖑᑦ , ᖃᐃᓪᓗᓂ , ᐅᕙᓐᓄᑦ , ᐊᐱᕆᓪᓗᓂ , ᐊᔾᔨᒌᓂᒃ."
A man is as old as he feels.," , ᐊᖑᑦ , ᐃᓐᓇᐅᓗᐊᓕᕐᒪᑦ , ᐃᒃᐱᒋᔭᒥᑎᑐᑦ."
A man like that gets on my nerves.," , ᐊᖑᑦ , ᑕᐃᒪᓐᓇᐅᖅᑰᔨᓕᖃᑦᑕᕐᒪᑦ."
A man who never makes mistakes is a man who does nothing.," , ᐊᖑᑦ , ᑕᒻᒪᓚᐅᖅᓯᒪᙱᑦᑐᖅ , ᐊᖑᑎᐅᔪᖅ , ᖃᓄᐃᓕᐅᖅᐸᙱᑦᑐᖅ."
A man with a full belly thinks no one is hungry.," , ᐊᖑᑦ , ᓈᓕᖃᑦᑎᐊᖅᑐᖅ , ᑳᒃᑐᖃᕋᓱᒋᙱᖦᖢᓂ."
A man's happiness depends on what he is rather than on what he has.," , ᐊᖑᑎᐅᑉ , ᖁᕕᐊᓱᖕᓂᖓ , ᒪᓕᒃᐳᖅ , ᑭᓱᒥᒃ , ᐱᓯᒪᙱᖔᕐᒪᖔᕐᒥ."
A meter is one hundred centimeters.," , ᖃᐅᔨᓴᐅᑎᙳᐊᖅ , 1000-ᓂᒃ , ᑕᑭᓂᖃᖅᐳᖅ."
A minute has sixty seconds.," , 60 , ᓴᑲᓐᔅ-ᖑᕗᖅ."
A minute is sixty seconds.," , 160 , ᓴᑲᓐᔅ-"
A mirror reflects light.," , ᑕᕐᕋᖅᑑᑎ , ᑕᑯᒃᓴᐅᑎᑦᑎᔪᖅ , ᖃᐅᒪᔪᒥᒃ."
A model must have an attractive body.," , ᐆᑦᑑᑎᐅᔪᖅ , ᐱᔪᒥᓇᖅᑐᒥᑦ , ᑎᒥᖃᕆᐊᓕᒃ."
A molecule is made up of atoms.," , ᕿᓕᖅᓯᓇᐃᑦ , ᓴᓇᓯᒪᔪᑦ , ᓂᖀᑦ."
A molecule of water is made up of one oxygen and two hydrogen atoms.," , ᐃᒪᖅ , ᐊᑕᐅᓯᖅ , ᐋᒃᓯᔾᔨᓐ , ᐊᒻᒪ , ᒪᕐᕉᒃ , ᐳᓪᓚᒨᖅᑐᑦ."
A mosquito just bit me.," , ᕿᒃᑐᕆᐊᖑᓪᓗᖓ , ᑮᔭᐅᒐᓚᒃᖢᖓ."
A mysterious legend has been handed down about this lake.," , ᖃᐅᔨᒪᔭᐅᑦᑎᐊᖅᑐᖅ , ᐅᓂᒃᑳᖅᑐᐊᖅ , ᑐᓂᔭᐅᓯᒪᓕᖅᑐᖅ , ᑕᓯᐅᑉ , ᒥᒃᓵᓄᑦ."
A nail penetrated the car tire.," , ᑯᑭᖓ , ᒥᖒᑎᓪᓗᓂ , ᓄᓇᓯᐅᑎᐅᑉ , ᐊᒃᓴᓗᐊᖓ."
A new bridge is being built over the river.," , ᓄᑖᖅ , ᐃᑳᕐᕕᒃ , ᓴᓇᔭᐅᔪᖅ , ᑰᑉ , ᖄᖓᓂ."
A new hotel will be built here next year.," , ᓄᑖᒥᒃ , ᑐᔪᕐᒥᕕᒃᓴᒥᒃ , ᓴᓇᔪᖃᕐᓂᐊᖅᑐᖅ , ᑕᒫᓂ , ᐊᕐᕌᒍᒥ."
A new school building is under construction.," , ᓄᑖᖅ , ᐃᓕᓐᓂᐊᕐᕕᒃ , ᓴᓇᔭᐅᕙᓪᓕᐊᔪᖅ."
A new student came into the class.," , ᓄᑖᖅ , ᐃᓕᓐᓂᐊᖅᑎ , ᐃᓕᓐᓂᐊᕆᐊᓚᐅᖅᑐᖅ."
"A nice room, isn't it?"," , ᐃᓪᓗᕈᓯᑦᑎᐊᕙᒃ, , ᑕᐃᒪᐃᓐᖏᒻᒧᓪᓕ?"
A passenger airplane took off for the USA.," , ᖃᖓᑕᓲᒥᒃ , ᐊᐅᓪᓚᖅᑐᖃᓚᐅᖅᑐᖅ , ᒥᐊᓕᒐᐃᑦ , ᓄᓇᖓᓐᓄᑦ."
A passport is something you cannot do without when you go to a foreign country.," , ᑲᓇᑕᐅᑉ , ᓯᓚᑖᓄᕈᓐᓇᐅᑎᐅᔪᖅ , ᐱᔪᓐᓇᖏᑕᐃᑦ , ᐊᐅᓪᓚᖏᓪᓗᓂ , ᑲᓇᑕᐅᑉ.1 , ᓯᓚᑖᓄᑦ."
A penny saved is a penny earned.," , 1.1.1.1.1.1.1.1."
A person who steals deserves punishment.," , ᐃᓄᒃ , ᑎᒡᓕᒃᑐᖅ , ᐊᓄᓪᓚᓯᖅᑕᐅᔭᕆᐊᓕᒃ."
A person with a BMI of 25 to 29 is considered overweight.," , ᐃᓄᒃ , BMI−ᖃᖅᑐᖅ , 25-ᒥᑦ , 29-ᒧᑦ , ᐅᕿᙱᓗᐊᕐᓂᕋᖅᑕᐅᕗᖅ."
"A piano is expensive, but a car is more expensive."," , ᐱᐊᓇ , ᐊᑭᑐᔫᕗᖅ, , ᑭᓯᐊᓂ , ᓄᓇᓯᐅᑎ , ᐊᑭᑐᓂᖅᓴᐅᓪᓗᓂ."
A piano is expensive.," , ᐱᐊᓇ , ᐊᑭᑐᔫᕗᖅ."
A picture is worth a thousand words.," , ᐊᔾᔨᖑᐊᖅ , 1,000-ᓂᒃ , ᐅᖃᐅᓯᕐᓂᒃ , ᐊᑐᖅᐳᖅ."
A police officer told us to leave the park.," , ᐸᓖᓯᐅᑉ , ᐅᖃᐅᑎᓚᐅᖅᐹᑎᒍᑦ , ᒥᕐᖑᐃᖅᓯᕐᕕᖕᒥ , ᐊᓂᖁᔭᐅᓪᓗᑕ."
A policeman asked the girls if the car was theirs.," , ᐸᓖᓯ , ᐊᐱᕆᓚᐅᖅᐳᖅ , ᓂᕕᐊᖅᓵᓂᑦ , ᓄᓇᓯᐅᑎᒋᒻᒪᖔᒍ."
A portion of the island was destroyed by the massive waves.," , ᐃᓚᖓ , ᕿᑭᖅᑕᐅᑉ , ᓱᕋᓚᐅᖅᑐᖅ , ᒪᓪᓕᕐᔪᐊᒧᑦ."
A pretty waitress waited on us.," , ᐅᑕᖅᑭᔪᑲᓪᓚᐃᑦ , ᐅᕙᑦᑎᓐᓂᒃ , ᐅᑕᖅᑭᔪᑦ."
A promise given under a threat is worthless.," , ᓱᓕᓂᐊᕐᓂᕋᕈᑎ , ᑐᓂᔭᐅᔪᖅ , ᑲᑉᐱᐊᓵᖅᑕᐅᓂᕐᒧᑦ , ᐊᑑᑎᖃᙱᑦᑐᖅ."
A promise is a promise.," , ᓱᓕᔪᕐᓇᕐᑐᖅ , ᓱᓕᔪᕐᓇᕐᑐᖅ."
A promise is quickly forgotten.," , ᓱᓕᓂᐊᕐᓂᕋᕈᑎ , ᐳᐃᒍᖅᑕᐅᑲᐅᖅᑐᖅᑐᖅ."
A puppy followed me wagging its tail.," , ᒥᖦᖤᙱᓴᖅᑐᖅ , ᒪᓕᖦᖤᖅᐳᖅ , ᐸᒥᐅᖓ."
A rabbit has long ears and a short tail.," , ᓯᐅᑎᑯᑖᒃ , ᑕᑭᔫᓪᓗᓂ , ᐊᒻᒪ , ᐸᒥᐅᖓ , ᓇᐃᖦᖢᓂ."
A railway bridge is already being built over the river.," , ᓄᓇᓯᐅᑎᑯᑖᓄᑦ , ᐃᑳᕐᕕᒃ , ᓴᓇᔭᐅᕙᓪᓕᐊᓕᕇᖅᑐᖅ , ᑰᑉ , ᖄᖓᒍᑦ."
A rainbow is a natural phenomenon.," , ᒪᖁᖓ , ᓈᒻᒪᒃᑑᕗᖅ."
A rash appeared on his face.," , ᐊᒥᕐᓗᒃᑐᖅ , ᑮᓇᖓ , ᓴᖅᑭᖦᖢᓂ."
A rat chewed a hole in the wall.," , ᐊᖕᒪᓗᖅᓯᓯᒪᔪᒥᒃ , ᐊᑭᓐᓇᒥ."
A rat ran across the road.," , ᐊᖅᑯᑎᒃᑯᑦ , ᐃᖏᕐᕋᑲᑕᓚᐅᖅᑐᑦ."
A reception was given for the Japanese foreign minister.," , ᓂᕆᑎᑕᐅᓚᐅᖅᐳᑦ , ᔮᐸᓃᓯᒃᑯᑦ , ᒥᓂᔅᑕᖓᓐᓄᑦ."
A rhetorical question does not require an answer.," , ᐊᐱᖅᑯᑎ , ᑭᐅᔭᕆᐊᖃᙱᑦᑐᖅ."
A right angle has ninety degrees.," , ᑕᓕᖅᐱᒃ , 90 , degrees-ᓕᒃ."
A river divides the town.," , ᑰᒃ , ᐊᕕᒃᑐᐃᕗᖅ , ᓄᓇᓕᖕᓂᑦ."
A river flows through the valley.," , ᑰᒃᑐᖅ , ᓇᖅᓴᖓᒍᑦ."
A river runs through the valley.," , ᑰᒃ , ᓇᖅᓴᒃᑰᓲᖅ."
A robot can do more work than a man can.," , ᖃᓕᐹᖅ , ᐱᓕᕆᓂᖅᓴᐅᔪᓐᓇᖅᑐᖅ , ᐊᖑᑎᐅᑉ , ᖃᑦᑖᕐᔪᖓᓂᒃ."
A rose has thorns on its stem.," , ᑖᓐᓇ , ᓂᑯᕕᖓᔪᖅ , ᑐᖅᑐᐊᖃᕐᖓᑦ."
